MSH|^~\&|OERDB|QTE|NEON||201410241952||MFN^OT|01|P|2.3
QTE^10124F^Jan  1 1900 12:00AM^TETERBORO^86141^L^50.00
QTE^P15594^Jan  1 1900 12:00AM^TETERBORO^80061^L^282.26
QTE^P15595^Jan  1 1900 12:00AM^TETERBORO^80061^L^425.30
QTE^P15596^Jan  1 1900 12:00AM^TETERBORO^80061^L^416.59
QTE^P15598^Jan  1 1900 12:00AM^TETERBORO^80061^L^634.40
QTE^P15599^Jan  1 1900 12:00AM^TETERBORO^87491^L^450.68
QTE^P156^Jan  1 1900 12:00AM^TETERBORO^82465^L^248.77
QTE^P15600^Jan  1 1900 12:00AM^TETERBORO^87491^L^620.53
QTE^P15605^Jan  1 1900 12:00AM^TETERBORO^86003^L^314.66
QTE^P15608^Jan  1 1900 12:00AM^TETERBORO^84439^L^949.05
QTE^P15614^Jan  1 1900 12:00AM^TETERBORO^80061^L^363.10
QTE^P15615^Jan  1 1900 12:00AM^TETERBORO^80061^L^371.80
QTE^P15616^Jan  1 1900 12:00AM^TETERBORO^80061^L^506.14
QTE^P15618^Jan  1 1900 12:00AM^TETERBORO^80061^L^1410.83
QTE^P15619^Jan  1 1900 12:00AM^TETERBORO^80061^L^941.65
QTE^P15621^Jan  1 1900 12:00AM^TETERBORO^84443^L^2158.82
QTE^P15622^Jan  1 1900 12:00AM^TETERBORO^84443^L^957.66
QTE^P15625^Jan  1 1900 12:00AM^TETERBORO^84443^L^1031.83
QTE^P15627^Jan  1 1900 12:00AM^TETERBORO^80061^L^213.08
QTE^P15629^Jan  1 1900 12:00AM^TETERBORO^82306^L^430.58
QTE^P15634^Jan  1 1900 12:00AM^TETERBORO^85014^L^2552.24
QTE^P15635^Jan  1 1900 12:00AM^TETERBORO^82306^L^956.19
QTE^P15640^Jan  1 1900 12:00AM^TETERBORO^80061^L^683.37
QTE^P15641^Jan  1 1900 12:00AM^TETERBORO^80061^L^155.48
QTE^P15642^Jan  1 1900 12:00AM^TETERBORO^80061^L^357.38
QTE^P15645^Jan  1 1900 12:00AM^TETERBORO^80061^L^420.32
QTE^P15647^Jan  1 1900 12:00AM^TETERBORO^80061^L^429.02
QTE^P15657^Jan  1 1900 12:00AM^TETERBORO^84443^L^1061.89
QTE^P15661^Jan  1 1900 12:00AM^TETERBORO^86003^L^1059.19
QTE^P15662^Jan  1 1900 12:00AM^TETERBORO^86003^L^1040.95
QTE^P15663^Jan  1 1900 12:00AM^TETERBORO^86003^L^639.77
QTE^P15664^Jan  1 1900 12:00AM^TETERBORO^86003^L^674.72
QTE^P15670^Jan  1 1900 12:00AM^TETERBORO^80061^L^360.60
QTE^P15671^Jan  1 1900 12:00AM^TETERBORO^84439^L^498.86
QTE^P15675^Jan  1 1900 12:00AM^TETERBORO^85025^L^411.37
QTE^P15679^Jan  1 1900 12:00AM^TETERBORO^80074^L^2647.98
QTE^P15682^Jan  1 1900 12:00AM^TETERBORO^80061^L^1002.03
QTE^P15683^Jan  1 1900 12:00AM^TETERBORO^84443^L^1479.29
QTE^P15686^Jan  1 1900 12:00AM^TETERBORO^82977^L^185.38
QTE^P1569^Jan  1 1900 12:00AM^TETERBORO^85610^L^217.92
QTE^P15691^Jan  1 1900 12:00AM^TETERBORO^85730^L^772.43
QTE^P15696^Jan  1 1900 12:00AM^TETERBORO^86003^L^524.28
QTE^P15697^Jan  1 1900 12:00AM^TETERBORO^86003^L^454.38
QTE^P15701^Jan  1 1900 12:00AM^TETERBORO^84702^B^1419.41
QTE^P15702^Jan  1 1900 12:00AM^TETERBORO^80061^L^2219.39
QTE^P15703^Jan  1 1900 12:00AM^TETERBORO^80061^L^2532.96
QTE^P15706^Jan  1 1900 12:00AM^TETERBORO^87491^L^1861.14
QTE^P15708^Jan  1 1900 12:00AM^TETERBORO^84702^B^1239.56
QTE^P15710^Jan  1 1900 12:00AM^TETERBORO^85025^L^1601.80
QTE^P15711^Jan  1 1900 12:00AM^TETERBORO^80061^L^2128.10
QTE^P15712^Jan  1 1900 12:00AM^TETERBORO^80061^L^875.56
QTE^P15717^Jan  1 1900 12:00AM^TETERBORO^85730^L^753.77
QTE^P15721^Jan  1 1900 12:00AM^TETERBORO^85610^L^1559.76
QTE^P15727^Jan  1 1900 12:00AM^TETERBORO^84443^L^1363.59
QTE^P15729^Jan  1 1900 12:00AM^TETERBORO^84439^L^1337.38
QTE^P15730^Jan  1 1900 12:00AM^TETERBORO^82728^L^534.21
QTE^P15736^Jan  1 1900 12:00AM^TETERBORO^84443^L^1068.45
QTE^P15737^Jan  1 1900 12:00AM^TETERBORO^82465^L^533.61
QTE^P15738^Jan  1 1900 12:00AM^TETERBORO^82465^L^470.17
QTE^P15740^Jan  1 1900 12:00AM^TETERBORO^82465^L^384.48
QTE^P15741^Jan  1 1900 12:00AM^TETERBORO^80061^L^303.93
QTE^P15742^Jan  1 1900 12:00AM^TETERBORO^82728^L^1327.18
QTE^P1576^Jan  1 1900 12:00AM^TETERBORO^82465^L^366.20
QTE^P15765^Jan  1 1900 12:00AM^TETERBORO^84439^L^556.13
QTE^P15766^Jan  1 1900 12:00AM^TETERBORO^80061^L^550.91
QTE^P15772^Jan  1 1900 12:00AM^TETERBORO^82465^L^175.64
QTE^P15787^Jan  1 1900 12:00AM^TETERBORO^80061^L^848.07
QTE^P15791^Jan  1 1900 12:00AM^TETERBORO^84436^L^636.98
QTE^P15804^Jan  1 1900 12:00AM^TETERBORO^80061^L^563.79
QTE^P15805^Jan  1 1900 12:00AM^TETERBORO^82105^L^874.48
QTE^P15808^Jan  1 1900 12:00AM^TETERBORO^82947^L^2330.46
QTE^P15809^Jan  1 1900 12:00AM^TETERBORO^80061^L^384.24
QTE^P15810^Jan  1 1900 12:00AM^TETERBORO^80061^L^241.20
QTE^P15812^Jan  1 1900 12:00AM^TETERBORO^82947^L^1021.44
QTE^P15814^Jan  1 1900 12:00AM^TETERBORO^80061^L^2317.34
QTE^P15818^Jan  1 1900 12:00AM^TETERBORO^86689^B^496.29
QTE^P15819^Jan  1 1900 12:00AM^TETERBORO^85025^L^645.06
QTE^P15820^Jan  1 1900 12:00AM^TETERBORO^86003^L^744.63
QTE^P15822^Jan  1 1900 12:00AM^TETERBORO^84443^L^898.28
QTE^P15824^Jan  1 1900 12:00AM^TETERBORO^86003^L^863.97
QTE^P15825^Jan  1 1900 12:00AM^TETERBORO^86003^L^919.38
QTE^P15826^Jan  1 1900 12:00AM^TETERBORO^86003^L^919.38
QTE^P15827^Jan  1 1900 12:00AM^TETERBORO^86003^L^814.53
QTE^P15828^Jan  1 1900 12:00AM^TETERBORO^86003^L^849.48
QTE^P15829^Jan  1 1900 12:00AM^TETERBORO^86003^L^779.57
QTE^P15831^Jan  1 1900 12:00AM^TETERBORO^84436^L^608.16
QTE^P15837^Jan  1 1900 12:00AM^TETERBORO^82947^L^37.08
QTE^P15840^Jan  1 1900 12:00AM^TETERBORO^86003^L^709.68
QTE^P15844^Jan  1 1900 12:00AM^TETERBORO^82947^L^959.94
QTE^P15851^Jan  1 1900 12:00AM^TETERBORO^82728^L^353.25
QTE^P15852^Jan  1 1900 12:00AM^TETERBORO^85307^L^1081.08
QTE^P15856^Jan  1 1900 12:00AM^TETERBORO^83540^L^155.54
QTE^P15857^Jan  1 1900 12:00AM^TETERBORO^80061^L^325.78
QTE^P15859^Jan  1 1900 12:00AM^TETERBORO^87491^L^556.75
QTE^P15862^Jan  1 1900 12:00AM^TETERBORO^86003^L^543.81
QTE^P15863^Jan  1 1900 12:00AM^TETERBORO^86003^L^1142.10
QTE^P15864^Jan  1 1900 12:00AM^TETERBORO^86003^L^768.94
QTE^P15870^Jan  1 1900 12:00AM^TETERBORO^82947^L^632.95
QTE^P15874^Jan  1 1900 12:00AM^TETERBORO^86003^L^954.34
QTE^P15875^Jan  1 1900 12:00AM^TETERBORO^86003^L^454.38
QTE^P15876^Jan  1 1900 12:00AM^TETERBORO^82465^L^2108.19
QTE^P15879^Jan  1 1900 12:00AM^TETERBORO^84443^L^2008.91
QTE^P15881^Jan  1 1900 12:00AM^TETERBORO^85025^L^288.44
QTE^P15892^Jan  1 1900 12:00AM^TETERBORO^84443^L^937.29
QTE^P15898^Jan  1 1900 12:00AM^TETERBORO^84439^L^1661.22
QTE^P15901^Jan  1 1900 12:00AM^TETERBORO^84439^L^1280.35
QTE^P15902^Jan  1 1900 12:00AM^TETERBORO^85025^L^80.45
QTE^P15909^Jan  1 1900 12:00AM^TETERBORO^80061^L^1119.02
QTE^P15910^Jan  1 1900 12:00AM^TETERBORO^85025^L^1718.31
QTE^P15911^Jan  1 1900 12:00AM^TETERBORO^80061^L^425.11
QTE^P15912^Jan  1 1900 12:00AM^TETERBORO^83036^L^2176.56
QTE^P15920^Jan  1 1900 12:00AM^TETERBORO^85730^L^2328.47
QTE^P15932^Jan  1 1900 12:00AM^TETERBORO^84439^L^1516.01
QTE^P15933^Jan  1 1900 12:00AM^TETERBORO^84439^L^813.54
QTE^P15935^Jan  1 1900 12:00AM^TETERBORO^80061^L^379.22
QTE^P15951^Jan  1 1900 12:00AM^TETERBORO^86003^L^194.29
QTE^P15954^Jan  1 1900 12:00AM^TETERBORO^87491^L^582.10
QTE^P15957^Jan  1 1900 12:00AM^TETERBORO^82977^L^55.97
QTE^P15971^Jan  1 1900 12:00AM^TETERBORO^80061^L^313.34
QTE^P15977^Jan  1 1900 12:00AM^TETERBORO^85025^L^1079.42
QTE^P15979^Jan  1 1900 12:00AM^TETERBORO^80061^L^792.66
QTE^P15980^Jan  1 1900 12:00AM^TETERBORO^83090^F^5064.30
QTE^P15981^Jan  1 1900 12:00AM^TETERBORO^85610^L^3670.57
QTE^P15988^Jan  1 1900 12:00AM^TETERBORO^80061^L^1373.13
QTE^P15989^Jan  1 1900 12:00AM^TETERBORO^84153^L^1904.45
QTE^P16001^Jan  1 1900 12:00AM^TETERBORO^82652^L^1720.88
QTE^P16002^Jan  1 1900 12:00AM^TETERBORO^84443^L^783.87
QTE^P16003^Jan  1 1900 12:00AM^TETERBORO^84443^L^614.03
QTE^P16004^Jan  1 1900 12:00AM^TETERBORO^82728^L^467.37
QTE^P16005^Jan  1 1900 12:00AM^TETERBORO^84443^L^1113.14
QTE^P16006^Jan  1 1900 12:00AM^TETERBORO^82728^L^792.64
QTE^P16009^Jan  1 1900 12:00AM^TETERBORO^80061^L^601.15
QTE^P16011^Jan  1 1900 12:00AM^TETERBORO^86003^L^664.09
QTE^P16017^Jan  1 1900 12:00AM^TETERBORO^84436^L^1610.59
QTE^P16020^Jan  1 1900 12:00AM^TETERBORO^84443^L^1088.68
QTE^P16021^Jan  1 1900 12:00AM^TETERBORO^80074^L^1900.69
QTE^P16026^Jan  1 1900 12:00AM^TETERBORO^82523^L^173.16
QTE^P16030^Jan  1 1900 12:00AM^TETERBORO^83036^L^180.17
QTE^P16036^Jan  1 1900 12:00AM^TETERBORO^85025^L^464.91
QTE^P16039^Jan  1 1900 12:00AM^TETERBORO^84436^L^1081.58
QTE^P16051^Jan  1 1900 12:00AM^TETERBORO^80074^L^768.77
QTE^P16057^Jan  1 1900 12:00AM^TETERBORO^82947^L^165.81
QTE^P16061^Jan  1 1900 12:00AM^TETERBORO^84439^L^952.53
QTE^P16063^Jan  1 1900 12:00AM^TETERBORO^84436^L^1601.51
QTE^P16066^Jan  1 1900 12:00AM^TETERBORO^80061^L^703.89
QTE^P16069^Jan  1 1900 12:00AM^TETERBORO^85025^L^795.98
QTE^P16073^Jan  1 1900 12:00AM^TETERBORO^80061^L^838.49
QTE^P16074^Jan  1 1900 12:00AM^TETERBORO^82947^L^258.53
QTE^P16076^Jan  1 1900 12:00AM^TETERBORO^85025^L^801.91
QTE^P16077^Jan  1 1900 12:00AM^TETERBORO^87491^L^262.66
QTE^P16079^Jan  1 1900 12:00AM^TETERBORO^85027^L^912.26
QTE^P16084^Jan  1 1900 12:00AM^TETERBORO^80061^L^2003.14
QTE^P16087^Jan  1 1900 12:00AM^TETERBORO^82465^L^666.60
QTE^P16093^Jan  1 1900 12:00AM^TETERBORO^82306^L^548.75
QTE^P16099^Jan  1 1900 12:00AM^TETERBORO^84436^L^1524.39
QTE^P16100^Jan  1 1900 12:00AM^TETERBORO^82105^L^759.43
QTE^P16102^Jan  1 1900 12:00AM^TETERBORO^80074^L^1291.31
QTE^P16119^Jan  1 1900 12:00AM^TETERBORO^82947^L^212.51
QTE^P16122^Jan  1 1900 12:00AM^TETERBORO^82728^L^478.57
QTE^P1613^Jan  1 1900 12:00AM^TETERBORO^85049^L^127.62
QTE^P16135^Jan  1 1900 12:00AM^TETERBORO^82306^L^681.67
QTE^P16136^Jan  1 1900 12:00AM^TETERBORO^80061^L^765.86
QTE^P16137^Jan  1 1900 12:00AM^TETERBORO^80061^L^622.81
QTE^P16138^Jan  1 1900 12:00AM^TETERBORO^84702^B^1834.26
QTE^P1614^Jan  1 1900 12:00AM^TETERBORO^85025^L^427.21
QTE^P16153^Jan  1 1900 12:00AM^TETERBORO^80061^L^543.33
QTE^P16154^Jan  1 1900 12:00AM^TETERBORO^84436^L^1838.03
QTE^P16156^Jan  1 1900 12:00AM^TETERBORO^82947^L^1763.84
QTE^P16164^Jan  1 1900 12:00AM^TETERBORO^84153^L^657.99
QTE^P1617^Jan  1 1900 12:00AM^TETERBORO^80061^L^342.40
QTE^P16172^Jan  1 1900 12:00AM^TETERBORO^86003^L^384.48
QTE^P1618^Jan  1 1900 12:00AM^TETERBORO^80061^L^446.88
QTE^P16187^Jan  1 1900 12:00AM^TETERBORO^84436^L^1798.66
QTE^P16188^Jan  1 1900 12:00AM^TETERBORO^82306^L^1277.54
QTE^P16189^Jan  1 1900 12:00AM^TETERBORO^85025^L^230.03
QTE^P16190^Jan  1 1900 12:00AM^TETERBORO^84443^L^1205.45
QTE^P16191^Jan  1 1900 12:00AM^TETERBORO^84436^L^1509.07
QTE^P162^Jan  1 1900 12:00AM^TETERBORO^80061^L^296.38
QTE^P16203^Jan  1 1900 12:00AM^TETERBORO^85025^L^2531.86
QTE^P16208^Jan  1 1900 12:00AM^TETERBORO^87491^L^881.52
QTE^P16209^Jan  1 1900 12:00AM^TETERBORO^85025^L^485.74
QTE^P16211^Jan  1 1900 12:00AM^TETERBORO^82947^L^1695.36
QTE^P16219^Jan  1 1900 12:00AM^TETERBORO^82105^L^611.54
QTE^P16223^Jan  1 1900 12:00AM^TETERBORO^82306^L^1154.33
QTE^P16224^Jan  1 1900 12:00AM^TETERBORO^82306^L^1017.68
QTE^P16225^Jan  1 1900 12:00AM^TETERBORO^84439^L^1372.82
QTE^P16231^Jan  1 1900 12:00AM^TETERBORO^82306^L^1761.28
QTE^P16240^Jan  1 1900 12:00AM^TETERBORO^82306^L^889.69
QTE^P16244^Jan  1 1900 12:00AM^TETERBORO^82105^L^529.69
QTE^P16250^Jan  1 1900 12:00AM^TETERBORO^83036^L^1394.03
QTE^P16256^Jan  1 1900 12:00AM^TETERBORO^80074^L^913.34
QTE^P16262^Jan  1 1900 12:00AM^TETERBORO^82465^L^1034.95
QTE^P16265^Jan  1 1900 12:00AM^TETERBORO^86003^L^629.14
QTE^P16266^Jan  1 1900 12:00AM^TETERBORO^86003^L^803.90
QTE^P16267^Jan  1 1900 12:00AM^TETERBORO^85025^L^434.90
QTE^P16268^Jan  1 1900 12:00AM^TETERBORO^84439^L^954.96
QTE^P1627^Jan  1 1900 12:00AM^TETERBORO^80061^L^400.86
QTE^P16271^Jan  1 1900 12:00AM^TETERBORO^85730^L^1175.31
QTE^P16272^Jan  1 1900 12:00AM^TETERBORO^82306^L^496.40
QTE^P16278^Jan  1 1900 12:00AM^TETERBORO^82306^L^612.71
QTE^P16279^Jan  1 1900 12:00AM^TETERBORO^86003^L^629.14
QTE^P16290^Jan  1 1900 12:00AM^TETERBORO^84439^L^886.83
QTE^P16294^Jan  1 1900 12:00AM^TETERBORO^80061^L^408.32
QTE^P16295^Jan  1 1900 12:00AM^TETERBORO^80061^L^551.37
QTE^P16304^Jan  1 1900 12:00AM^TETERBORO^80061^L^705.22
QTE^P16307^Jan  1 1900 12:00AM^TETERBORO^80061^L^572.33
QTE^P16308^Jan  1 1900 12:00AM^TETERBORO^84443^L^1108.74
QTE^P16313^Jan  1 1900 12:00AM^TETERBORO^80061^L^559.50
QTE^P16314^Jan  1 1900 12:00AM^TETERBORO^80061^L^388.72
QTE^P16316^Jan  1 1900 12:00AM^TETERBORO^82306^L^363.42
QTE^P16320^Jan  1 1900 12:00AM^TETERBORO^82652^L^739.16
QTE^P16325^Jan  1 1900 12:00AM^TETERBORO^84439^L^542.63
QTE^P16327^Jan  1 1900 12:00AM^TETERBORO^85025^L^236.16
QTE^P16332^Jan  1 1900 12:00AM^TETERBORO^82947^L^536.23
QTE^P16334^Jan  1 1900 12:00AM^TETERBORO^85025^L^891.55
QTE^P16342^Jan  1 1900 12:00AM^TETERBORO^85025^L^1400.24
QTE^P16345^Jan  1 1900 12:00AM^TETERBORO^80061^L^2291.68
QTE^P16346^Jan  1 1900 12:00AM^TETERBORO^84443^L^424.83
QTE^P16351^Jan  1 1900 12:00AM^TETERBORO^85730^L^242.55
QTE^P16360^Jan  1 1900 12:00AM^TETERBORO^80061^L^717.62
QTE^P16362^Jan  1 1900 12:00AM^TETERBORO^80061^L^574.58
QTE^P16363^Jan  1 1900 12:00AM^TETERBORO^80061^L^46.02
QTE^P16369^Jan  1 1900 12:00AM^TETERBORO^80061^L^525.49
QTE^P16370^Jan  1 1900 12:00AM^TETERBORO^84443^L^1150.61
QTE^P16372^Jan  1 1900 12:00AM^TETERBORO^85025^L^75.67
QTE^P16374^Jan  1 1900 12:00AM^TETERBORO^80061^L^699.39
QTE^P16381^Jan  1 1900 12:00AM^TETERBORO^84443^L^696.99
QTE^P16382^Jan  1 1900 12:00AM^TETERBORO^87621^L^308.46
QTE^P16383^Jan  1 1900 12:00AM^TETERBORO^85025^L^229.88
QTE^P16384^Jan  1 1900 12:00AM^TETERBORO^84436^L^226.09
QTE^P16385^Jan  1 1900 12:00AM^TETERBORO^80061^L^850.68
QTE^P16388^Jan  1 1900 12:00AM^TETERBORO^82465^L^218.97
QTE^P16394^Jan  1 1900 12:00AM^TETERBORO^86003^L^457.24
QTE^P16399^Jan  1 1900 12:00AM^TETERBORO^82947^L^2087.87
QTE^P164^Jan  1 1900 12:00AM^TETERBORO^80061^L^319.10
QTE^P16402^Jan  1 1900 12:00AM^TETERBORO^80061^L^781.11
QTE^P16410^Jan  1 1900 12:00AM^TETERBORO^80061^L^589.69
QTE^P16411^Jan  1 1900 12:00AM^TETERBORO^82947^L^919.30
QTE^P16413^Jan  1 1900 12:00AM^TETERBORO^80061^L^589.69
QTE^P16419^Jan  1 1900 12:00AM^TETERBORO^82523^L^289.47
QTE^P16421^Jan  1 1900 12:00AM^TETERBORO^85025^L^1292.55
QTE^P16426^Jan  1 1900 12:00AM^TETERBORO^84443^L^2591.19
QTE^P16428^Jan  1 1900 12:00AM^TETERBORO^84702^B^718.55
QTE^P16430^Jan  1 1900 12:00AM^TETERBORO^85025^L^124.28
QTE^P16431^Jan  1 1900 12:00AM^TETERBORO^82947^L^49.04
QTE^P1644^Jan  1 1900 12:00AM^TETERBORO^80061^L^845.10
QTE^P16446^Jan  1 1900 12:00AM^TETERBORO^82306^L^1905.57
QTE^P16447^Jan  1 1900 12:00AM^TETERBORO^86003^L^1059.19
QTE^P16448^Jan  1 1900 12:00AM^TETERBORO^86003^L^569.86
QTE^P16450^Jan  1 1900 12:00AM^TETERBORO^80061^L^290.24
QTE^P16451^Jan  1 1900 12:00AM^TETERBORO^84443^L^580.87
QTE^P16456^Jan  1 1900 12:00AM^TETERBORO^80061^L^291.65
QTE^P16458^Jan  1 1900 12:00AM^TETERBORO^86003^L^989.29
QTE^P16460^Jan  1 1900 12:00AM^TETERBORO^86003^L^790.21
QTE^P16465^Jan  1 1900 12:00AM^TETERBORO^82947^L^48.51
QTE^P16468^Jan  1 1900 12:00AM^TETERBORO^82306^L^298.74
QTE^P16475^Jan  1 1900 12:00AM^TETERBORO^82465^L^947.44
QTE^P16476^Jan  1 1900 12:00AM^TETERBORO^84443^L^215.19
QTE^P16477^Jan  1 1900 12:00AM^TETERBORO^80061^L^378.56
QTE^P16481^Jan  1 1900 12:00AM^TETERBORO^86003^L^209.72
QTE^P16483^Jan  1 1900 12:00AM^TETERBORO^86003^L^330.24
QTE^P16486^Jan  1 1900 12:00AM^TETERBORO^86003^L^901.33
QTE^P16494^Jan  1 1900 12:00AM^TETERBORO^86003^L^986.67
QTE^P16495^Jan  1 1900 12:00AM^TETERBORO^86003^L^1127.03
QTE^P16499^Jan  1 1900 12:00AM^TETERBORO^84443^L^555.43
QTE^P16500^Jan  1 1900 12:00AM^TETERBORO^87621^L^308.46
QTE^P16501^Jan  1 1900 12:00AM^TETERBORO^87491^L^582.10
QTE^P16502^Jan  1 1900 12:00AM^TETERBORO^87491^L^582.10
QTE^P16503^Jan  1 1900 12:00AM^TETERBORO^87491^L^727.54
QTE^P16505^Jan  1 1900 12:00AM^TETERBORO^86003^L^190.74
QTE^P16510^Jan  1 1900 12:00AM^TETERBORO^84443^L^733.70
QTE^P16512^Jan  1 1900 12:00AM^TETERBORO^82947^L^1208.90
QTE^P16514^Jan  1 1900 12:00AM^TETERBORO^84439^L^704.08
QTE^P16515^Jan  1 1900 12:00AM^TETERBORO^82947^L^1429.10
QTE^P16516^Jan  1 1900 12:00AM^TETERBORO^84439^L^1954.73
QTE^P16529^Jan  1 1900 12:00AM^TETERBORO^82977^L^49.04
QTE^P16533^Jan  1 1900 12:00AM^TETERBORO^82306^L^1233.36
QTE^P16536^Jan  1 1900 12:00AM^TETERBORO^84702^B^780.38
QTE^P1654^Jan  1 1900 12:00AM^TETERBORO^80061^L^185.65
QTE^P16542^Jan  1 1900 12:00AM^TETERBORO^82306^L^736.38
QTE^P16546^Jan  1 1900 12:00AM^TETERBORO^80061^L^689.50
QTE^P16549^Jan  1 1900 12:00AM^TETERBORO^87491^L^582.10
QTE^P16550^Jan  1 1900 12:00AM^TETERBORO^87491^L^273.64
QTE^P16551^Jan  1 1900 12:00AM^TETERBORO^82947^L^290.88
QTE^P16567^Jan  1 1900 12:00AM^TETERBORO^80074^L^1591.65
QTE^P16568^Jan  1 1900 12:00AM^TETERBORO^85025^L^198.72
QTE^P16572^Jan  1 1900 12:00AM^TETERBORO^85025^L^241.95
QTE^P16574^Jan  1 1900 12:00AM^TETERBORO^86003^L^656.93
QTE^P16575^Jan  1 1900 12:00AM^TETERBORO^86003^L^937.74
QTE^P16576^Jan  1 1900 12:00AM^TETERBORO^86003^L^411.09
QTE^P16577^Jan  1 1900 12:00AM^TETERBORO^84443^L^823.47
QTE^P16578^Jan  1 1900 12:00AM^TETERBORO^80061^L^1355.84
QTE^P16579^Jan  1 1900 12:00AM^TETERBORO^84443^L^1882.61
QTE^P16583^Jan  1 1900 12:00AM^TETERBORO^85610^L^715.71
QTE^P16602^Jan  1 1900 12:00AM^TETERBORO^83036^L^805.57
QTE^P16604^Jan  1 1900 12:00AM^TETERBORO^81401^L^6897.84
QTE^P16605^Jan  1 1900 12:00AM^TETERBORO^81401^L^6102.87
QTE^P16606^Jan  1 1900 12:00AM^TETERBORO^81401^L^6989.30
QTE^P16607^Jan  1 1900 12:00AM^TETERBORO^85025^L^561.29
QTE^P16609^Jan  1 1900 12:00AM^TETERBORO^82728^L^488.80
QTE^P16610^Jan  1 1900 12:00AM^TETERBORO^86003^L^325.21
QTE^P16614^Jan  1 1900 12:00AM^TETERBORO^85025^L^1806.42
QTE^P16615^Jan  1 1900 12:00AM^TETERBORO^80061^L^1603.35
QTE^P16616^Jan  1 1900 12:00AM^TETERBORO^86003^L^295.29
QTE^P16617^Jan  1 1900 12:00AM^TETERBORO^86003^L^205.86
QTE^P16618^Jan  1 1900 12:00AM^TETERBORO^86003^L^275.77
QTE^P16619^Jan  1 1900 12:00AM^TETERBORO^86003^L^558.98
QTE^P1662^Jan  1 1900 12:00AM^TETERBORO^85014^L^325.90
QTE^P16620^Jan  1 1900 12:00AM^TETERBORO^86003^L^244.67
QTE^P16621^Jan  1 1900 12:00AM^TETERBORO^86003^L^358.48
QTE^P16625^Jan  1 1900 12:00AM^TETERBORO^85025^L^860.75
QTE^P16640^Jan  1 1900 12:00AM^TETERBORO^86003^L^470.05
QTE^P16642^Jan  1 1900 12:00AM^TETERBORO^82306^L^840.31
QTE^P16644^Jan  1 1900 12:00AM^TETERBORO^80061^L^732.73
QTE^P16649^Jan  1 1900 12:00AM^TETERBORO^82947^L^734.75
QTE^P16656^Jan  1 1900 12:00AM^TETERBORO^84443^L^1031.83
QTE^P16657^Jan  1 1900 12:00AM^TETERBORO^85025^L^735.06
QTE^P16658^Jan  1 1900 12:00AM^TETERBORO^84443^L^1559.54
QTE^P16659^Jan  1 1900 12:00AM^TETERBORO^84443^L^2151.31
QTE^P16660^Jan  1 1900 12:00AM^TETERBORO^82947^L^42.29
QTE^P16666^Jan  1 1900 12:00AM^TETERBORO^80061^L^727.53
QTE^P16667^Jan  1 1900 12:00AM^TETERBORO^80061^L^775.12
QTE^P16677^Jan  1 1900 12:00AM^TETERBORO^80061^L^734.16
QTE^P16679^Jan  1 1900 12:00AM^TETERBORO^83036^L^1939.53
QTE^P16682^Jan  1 1900 12:00AM^TETERBORO^85025^L^178.04
QTE^P16683^Jan  1 1900 12:00AM^TETERBORO^80074^L^768.76
QTE^P16684^Jan  1 1900 12:00AM^TETERBORO^82306^L^763.07
QTE^P16687^Jan  1 1900 12:00AM^TETERBORO^85025^L^2182.52
QTE^P16690^Jan  1 1900 12:00AM^TETERBORO^81401^L^6395.00
QTE^P16695^Jan  1 1900 12:00AM^TETERBORO^85025^L^758.33
QTE^P16698^Jan  1 1900 12:00AM^TETERBORO^84702^B^1491.96
QTE^P16705^Jan  1 1900 12:00AM^TETERBORO^85730^L^1500.08
QTE^P16709^Jan  1 1900 12:00AM^TETERBORO^G0434^L^2164.28
QTE^P16711^Jan  1 1900 12:00AM^TETERBORO^81401^L^3989.11
QTE^P16714^Jan  1 1900 12:00AM^TETERBORO^85025^L^927.06
QTE^P16721^Jan  1 1900 12:00AM^TETERBORO^81401^L^7089.33
QTE^P16728^Jan  1 1900 12:00AM^TETERBORO^80061^L^210.74
QTE^P16732^Jan  1 1900 12:00AM^TETERBORO^84702^B^1673.43
QTE^P16733^Jan  1 1900 12:00AM^TETERBORO^87491^L^793.33
QTE^P16734^Jan  1 1900 12:00AM^TETERBORO^82306^L^751.88
QTE^P16745^Jan  1 1900 12:00AM^TETERBORO^85025^L^1108.33
QTE^P16746^Jan  1 1900 12:00AM^TETERBORO^82465^L^47.84
QTE^P16748^Jan  1 1900 12:00AM^TETERBORO^82947^L^43.06
QTE^P1675^Jan  1 1900 12:00AM^TETERBORO^83540^L^625.90
QTE^P16750^Jan  1 1900 12:00AM^TETERBORO^82306^L^594.78
QTE^P16752^Jan  1 1900 12:00AM^TETERBORO^82306^L^683.14
QTE^P16754^Jan  1 1900 12:00AM^TETERBORO^84443^L^1978.38
QTE^P16760^Jan  1 1900 12:00AM^TETERBORO^85025^L^613.49
QTE^P16764^Jan  1 1900 12:00AM^TETERBORO^81401^L^1983.61
QTE^P16767^Jan  1 1900 12:00AM^TETERBORO^86003^L^362.84
QTE^P16771^Jan  1 1900 12:00AM^TETERBORO^86003^L^170.90
QTE^P16772^Jan  1 1900 12:00AM^TETERBORO^86003^L^174.76
QTE^P16773^Jan  1 1900 12:00AM^TETERBORO^86003^L^170.90
QTE^P16774^Jan  1 1900 12:00AM^TETERBORO^86003^L^238.64
QTE^P16778^Jan  1 1900 12:00AM^TETERBORO^81401^L^6575.52
